customer_id,dob,primary_state,fico8,vantage4,tradelines_total,tradelines_open,revolving_limit_sum,revolving_balance_sum,revolving_utilization,total_balance_sum,delinq_24mo_count,worst_delinq_24mo,inquiries_12mo_hard,inquiries_12mo_soft,has_collection,collection_balance_total,has_bankruptcy,months_since_oldest_account,avg_account_age_months,avg_tx_amount,total_tx_amount,n_daily_tx,avg_daily_spend,total_spend,last_tx_date,n_fraud_tx,total_tx,fraud_rate,monthly_salary,gender,age,experience_years,utilization_ratio,fraud_flag,thin_file_flag,ym,good,open_ratio,rev_limit_per_line,rev_share_total_bal,util_clip,balance_to_income,revolving_to_income,limit_to_income,any_delinq_24m,worst_delinq_1plus,hard_inq_3plus,inq_per_open_line,experienced_worker,recency_days,tx_frequency,avg_ticket,spend_to_income,daily_spend_to_income,util_x_thin,inq_x_thin,seasoned_x_util,income_x_util,log1p_revolving_limit_sum,log1p_revolving_balance_sum,log1p_total_balance_sum,log1p_total_tx_amount,log1p_total_spend,log1p_monthly_salary,last_tx_ts,last_amount,zscore_last_amount_90d,ratio_last_amount_to_p50_90d,burst_flag,consecutive_declines,rt_utilization,rt_util_clip,thin_x_inactivity,cf_expense_entropy_30d,beh_cash_intensity_30d,beh_seasonality_index_12m,beh_holiday_spike_flag,income,utilization,dti,delinq_12m,inquiries_6m,tradelines,thin_file,high_util
112,1980-03-26,WA,737,602,3,1.0,30000,20848.4875,0.9291,322532.66,9.0,3.0,0.0,0.0,0,0,0,143.0,88.0,79.0,79.0,251.0,196.0,49195.15,2022-07-12 14:58:00,0.0,1160,0.0,2600,Male,45,0,0.929070333,0,0,2022-07-01,1,0.3333333333,2500.0,0.08641639578,0.929070333,124.0510231,6.45558796,11.53846154,1,1,0,0.0,0,536,251.0,79.0,18.8428536,2.261538462,0.0,0,0.929070333,2415.582866,10.30898599,10.2354177,12.68396278,4.382026635,10.80357065,7.863651265,2025-11-03 05:37:35.641484,79.0,0,1,0,0,0.9290703333,0.9290703333,0.0,1.187442097,0,0.2209797278,0,2600,0.9291,124.0510231,9.0,0.0,3,0,0.929070333
1120,1984-11-17,WI,565,740,3,0.0,1000,259.11,0.2591,107669.82,7.0,3.0,0.0,1.0,0,0,0,110.0,69.0,244.17,244.17,230.0,121.99,28058.49,2022-04-10 09:58:00,0.0,0,0.0,3500,Male,40,0,0.25911,0,0,2022-04-01,0,0.0,0.0,0.002406523945,0.25911,30.76280571,0.07403142857,0.2857142857,1,1,0,0.0,0,630,230.0,244.17,8.016711429,1.045628571,0.0,0,0.25911,906.885,6.908754779,5.561104618,11.58683389,5.501951847,10.24208218,8.160803921,2025-11-03 05:37:35.641484,244.17,0,1,0,0,0.25911,0.25911,0.0,1.346368822,0,0.2312599068,0,3500,0.2591,30.76280571,7.0,0.0,3,0,0.25911
1121,1990-10-04,CA,735,571,2,0.0,1000,458.97,0.0,55337.12,9.0,3.0,1.0,0.0,0,0,0,182.0,170.5,268.21,268.21,242.0,176.33,42671.39,2023-01-13 18:10:00,0.0,0,0.0,3700,Female,35,0,0.45897,0,1,2023-01-01,1,0.0,0.0,0.00829407096,0.45897,14.95597838,0.1240459459,0.2702702703,1,1,0,0.0,0,351,242.0,268.21,11.53280811,1.429702703,0.45897,1,0.45897,1698.189,6.908754779,6.13116127,10.92121728,5.595491744,10.66130739,8.216358332,2025-11-03 05:38:35.641484,268.21,0,1,0,0,0.45897,0.45897,19.3918774,1.315123317,0,0.1830406131,1,3700,0.0,14.95597838,9.0,1.0,2,1,0.45897
1122,1997-11-27,VA,671,733,2,0.0,1000,402.59,0.0,277987.77,7.0,3.0,0.0,0.0,0,0,0,63.0,54.0,265.48,265.48,221.0,164.18,36284.28,2023-12-13 20:07:00,0.0,0,0.0,3000,Male,27,0,0.40259,0,1,2023-12-01,1,0.0,0.0,0.001448229179,0.40259,92.66259,0.1341966667,0.3333333333,1,1,0,0.0,0,17,221.0,265.48,12.09476,1.6418,0.40259,0,0.40259,1207.77,6.908754779,6.000399511,12.535336,5.585299194,10.49916743,8.006700845,2025-11-03 05:38:35.641484,265.48,0,1,0,0,0.40259,0.40259,19.3918774,1.324196165,0,0.2222408907,1,3000,0.0,92.66259,7.0,0.0,2,1,0.40259
1123,2000-11-20,WI,617,778,4,0.0,2000,607.17,0.3036,263750.58,18.0,3.0,1.0,1.0,1,2303,1,157.0,92.0,188.72,188.72,242.0,154.44,37373.47,2023-08-08 03:46:00,0.0,0,0.0,2600,Male,24,0,0.303585,0,0,2023-08-01,0,0.0,0.0,0.002302061288,0.303585,101.4425308,0.2335269231,0.7692307692,1,1,0,0.0,0,145,242.0,188.72,14.37441154,1.782,0.0,0,0.303585,789.321,7.601402335,6.410454448,12.48276295,5.245549301,10.52874313,7.863651265,2025-11-03 05:39:35.641484,188.72,0,1,0,0,0.303585,0.303585,0.0,1.291894569,0,0.1676099154,1,2600,0.3036,101.4425308,18.0,1.0,4,0,0.303585
1124,1983-05-22,FL,586,583,2,0.0,30000,11242.17,0.3747,39347.23,6.0,3.0,1.0,1.0,0,0,0,33.5,19.5,596.35,596.35,222.0,185.22,41118.66,2023-12-31 10:42:00,0.0,0,0.0,3100,Female,42,0,0.374739,0,1,2023-12-01,0,0.0,0.0,0.2857169361,0.374739,12.69265484,3.626506452,9.677419355,1,1,0,0.0,0,0,222.0,596.35,13.26408387,1.792451613,0.374739,1,0.0,1161.6909,10.30898599,9.327516112,10.58020627,6.392503206,10.62424163,8.039479919,2025-11-03 05:39:35.641484,596.35,0,1,0,0,0.374739,0.374739,18.3918774,1.360019121,0,0.1898790605,1,3100,0.3747,12.69265484,6.0,1.0,2,1,0.374739
1125,1995-02-11,NJ,600,591,3,2.0,32000,9109.96,0.2847,237277.33,9.0,3.0,1.0,2.0,0,0,0,149.0,91.0,97.55,97.55,215.0,131.6,28294.07,2023-03-01 16:46:00,0.0,0,0.0,2800,Male,30,0,0.28468625,0,0,2023-03-01,0,0.6666666667,2500.0,0.03839372265,0.28468625,84.74190357,3.253557143,11.42857143,1,1,0,0.5,0,304,215.0,97.55,10.105025,1.41,0.0,0,0.28468625,797.1215,10.37352243,9.117233363,12.37698912,4.590564034,10.25044286,7.937731775,2025-11-03 05:36:35.641484,97.55,0,1,0,0,0.28468625,0.28468625,0.0,1.261697474,0,0.2738769301,0,2800,0.2847,84.74190357,9.0,1.0,3,0,0.28468625
1126,1985-05-09,GA,697,772,4,1.0,20000,971.48,0.0486,113989.05,18.0,3.0,0.0,1.0,1,343,0,149.0,80.5,996.27,996.27,234.0,129.96,30410.18,2022-08-20 05:23:00,0.0,0,0.0,3500,Female,40,0,0.048574,0,0,2022-08-01,1,0.25,2500.0,0.008522573002,0.048574,32.5683,0.2775657143,5.714285714,1,1,0,0.0,0,498,234.0,996.27,8.688622857,1.113942857,0.0,0,0.048574,170.009,9.903537551,6.87984951,11.64386644,6.905021546,10.32256558,8.160803921,2025-11-03 05:39:35.641484,996.27,0,1,0,0,0.048574,0.048574,0.0,1.337451977,0,0.2102831466,1,3500,0.0486,32.5683,18.0,0.0,4,0,0.048574
1127,1977-03-17,OH,671,761,2,1.0,1000,245.77,0.0,97438.81,5.0,2.0,2.0,0.0,0,0,0,172.0,140.0,59.91,59.91,255.0,119.02,30351.33,2022-05-22 14:30:00,0.0,0,0.0,3000,Male,48,0,0.24577,0,1,2022-05-01,1,0.5,1000.0,0.002522300919,0.24577,32.47960333,0.08192333333,0.3333333333,1,1,0,2.0,0,587,255.0,59.91,10.11711,1.1902,0.24577,2,0.24577,737.31,6.908754779,5.508456729,11.48699013,4.109397365,10.32062856,8.006700845,2025-11-03 05:38:35.641484,59.91,0,1,0,0,0.24577,0.24577,19.3918774,1.141110067,0,0.2156873385,1,3000,0.0,32.47960333,5.0,2.0,2,1,0.24577
1128,1968-10-13,NC,548,631,3,1.0,5000,967.67,0.1935,24628.03,8.0,2.0,0.0,1.0,0,0,0,99.0,46.3,11.45,11.45,225.0,157.52,35441.43,2023-03-09 13:49:00,0.0,0,0.0,3600,Female,57,0,0.193534,0,0,2023-03-01,0,0.3333333333,2500.0,0.03929140902,0.193534,6.841119444,0.2687972222,1.388888889,1,1,0,0.0,0,296,225.0,11.45,9.844841667,1.312666667,0.0,0,0.193534,696.7224,8.517393171,6.875923997,10.11168111,2.521720623,10.47566497,8.188966864,2025-11-03 05:36:35.641484,11.45,0,1,0,0,0.193534,0.193534,0.0,1.104817157,0,0.1403237993,0,3600,0.1935,6.841119444,8.0,0.0,3,0,0.193534
1129,1973-12-01,CO,745,597,2,0.0,20000,7654.78,0.3827,298896.0,7.0,3.0,1.0,1.0,0,0,0,136.0,111.5,120.36,120.36,212.0,145.33,30809.85,2022-04-26 16:49:00,0.0,0,0.0,4200,Male,51,0,0.382739,0,1,2022-04-01,1,0.0,0.0,0.02561017879,0.382739,71.16571429,1.822566667,4.761904762,1,1,0,0.0,0,613,212.0,120.36,7.335678571,1.038071429,0.382739,1,0.382739,1607.5038,9.903537551,8.943216197,12.60785431,4.798761335,10.33562218,8.343077871,2025-11-03 05:39:35.641484,120.36,0,1,0,0,0.382739,0.382739,18.3918774,1.256450357,0,0.1705939446,0,4200,0.3827,71.16571429,7.0,1.0,2,1,0.382739
113,1991-01-06,NC,743,708,2,1.0,1000,132.77,0.0,58695.96,10.0,3.0,2.0,0.0,0,0,0,170.0,102.5,141.06,141.06,237.0,104.97,24876.71,2022-09-26 08:44:00,5.0,1651,0.003028468,4100,Male,34,0,0.13277,1,1,2022-09-01,1,0.5,1000.0,0.002261995544,0.13277,14.3160878,0.03238292683,0.243902439,1,1,0,2.0,0,461,237.0,141.06,6.067490244,0.7680731707,0.13277,2,0.13277,544.357,6.908754779,4.896121907,10.98014322,4.956249504,10.1217275,8.318986125,2025-11-03 05:39:35.641484,141.06,0,1,0,0,0.13277,0.13277,18.3918774,1.257503557,0,0.233926127,1,4100,0.0,14.3160878,10.0,2.0,2,1,0.13277
1130,1983-05-14,PA,718,698,2,0.0,22000,13302.72,0.6047,13302.72,4.0,1.0,2.0,1.0,0,0,0,56.0,29.0,1120.67,1120.67,213.0,132.91,28310.5,2022-12-05 19:51:00,0.0,0,0.0,3800,Female,42,0,0.604669091,0,1,2022-12-01,1,0.0,0.0,0.4889038178,0.604669091,3.500715789,3.500715789,5.789473684,1,1,0,0.0,0,390,213.0,1120.67,7.450131579,1.049289474,0.5846375,2,0.0,2297.742546,9.998843186,9.495798974,9.495798974,7.375036456,10.25102336,8.243019469,2025-11-03 05:39:35.641484,1120.67,0,1,0,0,0.6046690909,0.6046690909,18.3918774,1.265347563,0,0.2480384354,0,3800,0.6047,3.500715789,4.0,2.0,2,1,0.604669091
1131,1989-12-02,MO,719,689,3,1.0,0,0.0,0.0,299261.93,5.0,2.0,0.0,0.0,0,0,0,120.0,94.7,344.38,344.38,217.0,134.32,29147.9,2023-01-09 10:55:00,0.0,0,0.0,3900,Female,35,0,0.49068525,0,0,2023-01-01,1,0.3333333333,0.0,0.0,0.49068525,76.73382821,0.0,0.0,1,1,0,0.0,0,356,217.0,344.38,7.473820513,1.033230769,0.0,0,0.477859,1590.507672,2.416580621,1.973596521,12.60907783,5.84464526,10.28017246,8.26898821,2025-11-03 05:36:35.641484,344.38,0,1,0,0,0.0,0.0,0.0,1.374407221,0,0.2658682092,1,3900,0.0,76.73382821,5.0,0.0,3,0,0.49068525
1132,2001-04-11,OH,734,619,4,2.5,5000,391.3,0.0783,300600.41,8.0,3.0,1.0,2.0,0,0,0,122.0,99.0,97.95,97.95,240.0,100.25,24060.23,2022-02-22 00:49:00,0.0,0,0.0,3200,Male,24,0,0.07826,0,0,2022-02-01,1,0.75,1666.666667,0.001301728098,0.07826,93.93762813,0.12228125,1.5625,1,1,0,0.3333333333,0,677,240.0,97.95,7.518821875,0.93984375,0.0,0,0.07826,250.432,8.517393171,5.972026853,12.61354045,4.594614672,10.08835711,8.07121854,2025-11-03 05:36:35.641484,97.95,0,1,0,0,0.07826,0.07826,0.0,1.195060112,0,0.1693295488,1,3200,0.0783,93.93762813,8.0,1.0,4,0,0.07826
1133,1999-11-26,CO,492,706,3,0.0,2000,1087.84,0.5439,97872.45,7.0,3.0,1.0,0.0,0,0,0,122.0,70.0,90.07,90.07,223.0,161.5,36014.48,2023-07-06 01:14:00,0.0,0,0.0,3100,Male,25,0,0.54392,0,0,2023-07-01,0,0.0,0.0,0.01111487451,0.54392,31.57175806,0.350916129,0.6451612903,1,1,0,0.0,0,178,223.0,90.07,11.61757419,1.562903226,0.0,0,0.54392,1686.152,7.601402335,6.992868188,11.4914306,4.511628442,10.49170413,8.039479919,2025-11-03 05:36:35.641484,90.07,0,1,0,0,0.54392,0.54392,0.0,1.220010605,0,0.2191351421,0,3100,0.5439,31.57175806,7.0,1.0,3,0,0.54392
1134,1987-09-10,WA,615,663,4,0.0,25000,16135.48,0.6454,380077.57,8.0,3.0,0.0,0.0,0,0,0,147.0,80.8,442.47,442.47,224.0,169.7,38011.81,2023-07-29 20:45:00,0.0,0,0.0,2800,Female,38,0,0.6454192,0,0,2023-07-01,0,0.0,0.0,0.04245312345,0.6454192,135.7419893,5.762671429,8.928571429,1,1,0,0.0,0,154,224.0,442.47,13.57564643,1.818214286,0.0,0,0.6454192,1807.17376,10.1266711,9.688837826,12.84813327,6.094630156,10.54567849,7.937731775,2025-11-03 05:36:35.641484,442.47,0,1,0,0,0.6454192,0.6454192,0.0,1.362251957,0,0.1684947751,0,2800,0.6454,135.7419893,8.0,0.0,4,0,0.6454192
1135,2000-03-10,FL,630,621,2,0.0,5000,4303.87,0.8608,79459.27,6.0,3.0,0.0,0.0,0,0,0,137.0,102.0,103.41,103.41,234.0,187.89,43965.99,2022-04-05 05:37:00,0.0,0,0.0,3300,Female,25,0,0.860774,0,1,2022-04-01,0,0.0,0.0,0.05416447949,0.860774,24.07856667,1.30420303,1.515151515,1,1,0,0.0,0,635,234.0,103.41,13.32302727,1.708090909,0.5846375,0,0.860774,2840.5542,8.517393171,8.367502219,11.28301243,4.648325456,10.6911944,8.101980732,2025-11-03 05:36:35.641484,103.41,0,1,0,0,0.860774,0.860774,21.3918774,1.212804177,0,0.1574074971,0,3300,0.8608,24.07856667,6.0,0.0,2,1,0.860774
1136,1995-03-24,NJ,530,516,2,0.0,10000,8099.23,0.8099,12671.9,6.0,3.0,0.0,1.0,0,0,0,116.0,92.0,1120.67,1120.67,228.0,188.55,42989.52,2022-04-30 21:17:00,0.0,0,0.0,2500,Male,30,0,0.809923,0,1,2022-04-01,0,0.0,0.0,0.4889038178,0.809923,5.06876,3.239692,4.0,1,1,0,0.0,0,609,228.0,1120.67,17.195808,2.2626,0.5846375,0,0.809923,2024.8075,9.210440367,8.999647735,9.447221134,7.995175166,10.66873491,7.824445931,2025-11-03 05:37:35.641484,1120.67,0,1,0,0,0.809923,0.809923,20.3918774,1.353245287,0,0.2228027761,1,2500,0.8099,5.06876,6.0,0.0,2,1,0.809923
1137,2000-03-22,NC,499,650,3,0.0,5000,3947.74,0.7895,23653.53,5.0,2.0,0.0,1.0,0,0,0,186.0,161.0,940.43,940.43,235.0,109.27,25679.58,2022-11-14 09:45:00,0.0,0,0.0,2500,Male,25,0,0.789548,0,0,2022-11-01,0,0.0,0.0,0.1668985559,0.789548,9.461412,1.579096,2.0,1,1,0,0.0,0,412,235.0,940.43,10.271832,1.31124,0.0,0,0.789548,1973.87,8.517393171,8.28115182,10.07130992,6.847399996,10.15349034,7.824445931,2025-11-03 05:38:35.641484,940.43,0,1,0,0,0.789548,0.789548,0.0,1.302294235,0,0.1419209763,1,2500,0.7895,9.461412,5.0,0.0,3,0,0.789548
1138,1970-04-12,OH,648,634,3,1.0,10000,8450.58,0.8451,21195.75,5.0,2.0,0.0,0.0,0,0,0,153.0,81.3,82.8,82.8,253.0,151.67,38373.04,2022-05-13 02:29:00,0.0,0,0.0,2500,Male,55,0,0.845058,0,0,2022-05-01,0,0.3333333333,2500.0,0.3986921907,0.845058,8.4783,3.380232,4.0,1,1,0,0.0,0,597,253.0,82.8,15.349216,1.82004,0.0,0,0.845058,2112.645,9.210440367,9.042108685,9.961603147,4.428433007,10.55513647,7.824445931,2025-11-03 05:37:35.641484,82.8,0,1,0,0,0.845058,0.845058,0.0,1.199133737,0,0.1372763425,1,2500,0.8451,8.4783,5.0,0.0,3,0,0.845058
1139,1984-07-26,NC,577,758,3,1.0,12000,7001.96,0.5835,204381.64,4.0,2.0,1.0,2.0,0,0,0,176.0,66.7,157.15,157.15,224.0,153.47,34376.72,2023-08-06 07:43:00,0.0,0,0.0,2600,Male,41,0,0.583496667,0,0,2023-08-01,0,0.3333333333,2500.0,0.03425924168,0.583496667,78.60832308,2.693061538,4.615384615,1,1,0,1.0,0,147,224.0,157.15,13.22181538,1.770807692,0.0,0,0.583496667,1517.091334,9.392745259,8.854088196,12.2277492,5.06354395,10.44516396,7.863651265,2025-11-03 05:39:35.641484,157.15,0,1,0,0,0.5834966667,0.5834966667,0.0,1.285527653,0,0.2547144051,1,2600,0.5835,78.60832308,4.0,1.0,3,0,0.583496667
114,1991-11-28,OH,571,727,2,0.0,0,0.0,0.0,390566.14,3.0,3.0,2.0,0.0,0,0,0,168.0,124.5,95.21,95.21,218.0,180.76,39406.7,2022-07-26 14:31:00,0.0,1924,0.0,2200,Male,33,0,0.49068525,0,1,2022-07-01,0,0.0,0.0,0.0,0.49068525,177.5300636,0.0,0.0,1,1,0,0.0,0,522,218.0,95.21,17.91213636,2.464909091,0.0,2,0.477859,1590.507672,2.416580621,1.973596521,12.87535517,4.566533302,10.58171651,7.696667082,2025-11-03 05:36:35.641484,95.21,0,1,0,0,0.0,0.0,21.3918774,1.192464502,0,0.2317972487,0,2200,0.0,177.5300636,3.0,2.0,2,1,0.49068525
1140,1988-05-19,GA,484,624,3,1.0,10000,2490.98,0.2491,170254.56,7.0,2.0,2.0,1.0,0,0,0,166.0,122.7,25.17,25.17,230.0,173.88,39992.05,2022-11-13 10:43:00,0.0,0,0.0,3100,Female,37,0,0.249098,0,0,2022-11-01,0,0.3333333333,2500.0,0.01463091503,0.249098,54.92082581,0.8035419355,3.225806452,1,1,0,2.0,0,413,230.0,25.17,12.90066129,1.682709677,0.0,0,0.249098,772.2038,9.210440367,7.820832854,12.04505588,3.264613717,10.59646097,8.039479919,2025-11-03 05:38:35.641484,25.17,0,1,0,0,0.249098,0.249098,0.0,1.129584819,0,0.1677010904,1,3100,0.2491,54.92082581,7.0,2.0,3,0,0.249098
1141,1994-02-16,NY,686,776,3,0.0,5000,4390.46,0.8781,121788.63,10.0,3.0,0.0,0.0,0,0,0,159.0,110.3,165.6,165.6,255.0,192.36,49051.31,2022-10-01 16:47:00,0.0,0,0.0,3100,Male,31,0,0.878092,0,0,2022-10-01,1,0.0,0.0,0.03604983487,0.878092,39.28665484,1.416277419,1.612903226,1,1,0,0.0,0,455,255.0,165.6,15.82300323,1.861548387,0.0,0,0.878092,2722.0852,8.517393171,8.387417025,11.71005049,5.11559573,10.80064256,8.039479919,2025-11-03 05:37:35.641484,165.6,0,1,0,0,0.878092,0.878092,0.0,1.249086355,0,0.3106705892,0,3100,0.8781,39.28665484,10.0,0.0,3,0,0.878092
1142,2002-10-20,TX,721,683,4,2.0,48500,20848.4875,0.6867,356381.87,9.0,3.0,1.0,1.0,0,0,0,64.0,40.0,26.33,26.33,215.0,175.96,37831.16,2022-08-11 12:49:00,0.0,0,0.0,3000,Male,23,0,0.686714667,0,0,2022-08-01,1,0.5,2500.0,0.115614411,0.686714667,118.7939567,6.45558796,15.64516129,1,1,0,0.5,0,506,215.0,26.33,12.61038667,1.7596,0.0,0,0.686714667,2060.144001,11.00211651,10.62628771,12.78376091,3.307985,10.54091481,8.006700845,2025-11-03 05:39:35.641484,26.33,0,1,0,0,0.6867146667,0.6867146667,0.0,1.098506463,0,0.2332924495,1,3000,0.6867,118.7939567,9.0,1.0,4,0,0.686714667
1143,1995-04-17,FL,596,722,4,0.0,1000,575.68,0.0,196150.89,14.0,3.0,1.0,2.0,0,0,0,154.0,66.0,53.74,53.74,218.0,193.62,42208.84,2022-06-11 11:05:00,0.0,0,0.0,3300,Female,30,0,0.57568,0,0,2022-06-01,0,0.0,0.0,0.002934883446,0.57568,59.43966364,0.1744484848,0.303030303,1,1,0,0.0,0,568,218.0,53.74,12.79055758,1.760181818,0.0,0,0.57568,1899.744,6.908754779,6.35728752,12.18664459,4.002594704,10.65040865,8.101980732,2025-11-03 05:38:35.641484,53.74,0,1,0,0,0.57568,0.57568,0.0,1.130431084,0,0.2493695028,0,3300,0.0,59.43966364,14.0,1.0,4,0,0.57568
1144,1989-09-10,MI,744,716,2,1.0,1000,220.12,0.0,384734.19,3.0,3.0,0.0,2.5,1,576,0,172.0,167.0,57.19,57.19,228.0,94.68,21587.32,2022-06-09 15:03:00,0.0,0,0.0,3500,Male,36,0,0.22012,0,1,2022-06-01,1,0.5,1000.0,0.0005721352708,0.22012,109.9240543,0.06289142857,0.2857142857,1,1,0,0.0,0,569,228.0,57.19,6.167805714,0.8115428571,0.22012,0,0.22012,770.42,6.908754779,5.398705541,12.86031056,4.063713519,9.979907707,8.160803921,2025-11-03 05:38:35.641484,57.19,0,1,0,0,0.22012,0.22012,19.3918774,1.175854046,0,0.2270358602,1,3500,0.0,109.9240543,3.0,0.0,2,1,0.22012
1145,1968-03-05,AZ,523,576,4,1.0,40000,20848.4875,0.6428,225877.91,11.0,3.0,1.0,0.0,0,0,0,151.0,128.5,10.52,10.52,210.0,198.4,41664.08,2022-08-03 15:55:00,0.0,0,0.0,2900,Female,57,0,0.642847,0,0,2022-08-01,0,0.25,2500.0,0.1138397287,0.642847,77.88893448,6.45558796,13.79310345,1,1,0,1.0,0,514,210.0,10.52,14.36692414,2.052413793,0.0,0,0.642847,1864.2563,10.59665973,10.15482509,12.32775434,2.444084655,10.63741865,7.972810784,2025-11-03 05:39:35.641484,10.52,0,1,0,0,0.642847,0.642847,0.0,1.015678358,0,0.1201932671,1,2900,0.6428,77.88893448,11.0,1.0,4,0,0.642847
1146,1986-07-19,MA,693,704,2,0.0,30000,12446.2,0.4149,15200.73,3.0,3.0,0.0,1.0,0,0,0,148.0,115.0,904.85,904.85,224.0,108.31,24261.47,2023-11-27 11:10:00,0.0,0,0.0,3400,Female,39,0,0.414873333,0,1,2023-11-01,1,0.0,0.0,0.4889038178,0.414873333,4.470802941,3.660647059,8.823529412,1,1,0,0.0,0,34,224.0,904.85,7.135726471,0.9556764706,0.414873333,0,0.414873333,1410.569332,10.30898599,9.429250977,9.629164516,6.808873729,10.09668599,8.131824785,2025-11-03 05:37:35.641484,904.85,0,1,0,0,0.4148733333,0.4148733333,20.3918774,1.293392651,0,0.2075769166,1,3400,0.4149,4.470802941,3.0,0.0,2,1,0.414873333
1147,1974-06-28,WA,765,671,4,1.0,25000,14790.86,0.5916,29881.02,9.0,3.0,1.0,1.0,0,0,0,147.0,103.5,554.18,554.18,249.0,104.74,26080.5,2023-03-05 17:18:00,0.0,0,0.0,3900,Female,51,0,0.5916344,0,0,2023-03-01,1,0.25,2500.0,0.4889038178,0.5916344,7.6618,3.792528205,6.41025641,1,1,0,1.0,0,300,249.0,554.18,6.687307692,0.8056923077,0.0,0,0.5916344,2307.37416,10.1266711,9.601832308,10.30501224,6.319292385,10.16898153,8.26898821,2025-11-03 05:37:35.641484,554.18,0,1,0,0,0.5916344,0.5916344,0.0,1.322162552,0,0.1227351112,0,3900,0.5916,7.6618,9.0,1.0,4,0,0.5916344
1148,1970-08-11,WA,775,636,2,0.0,5000,2898.43,0.5797,103239.12,7.0,3.0,0.0,2.0,0,0,0,91.0,49.0,249.21,249.21,211.0,138.04,29125.69,2023-02-23 22:37:00,0.0,0,0.0,3300,Male,55,0,0.579686,0,1,2023-02-01,1,0.0,0.0,0.02807491966,0.579686,31.28458182,0.8783121212,1.515151515,1,1,0,0.0,0,310,211.0,249.21,8.825966667,1.254909091,0.579686,0,0.579686,1912.9638,8.517393171,7.972269445,11.54481282,5.522300565,10.27941021,8.101980732,2025-11-03 05:39:35.641484,249.21,0,1,0,0,0.579686,0.579686,18.3918774,1.340431816,0,0.1461977492,1,3300,0.5797,31.28458182,7.0,0.0,2,1,0.579686
1149,1985-11-02,CA,735,653,4,0.0,20000,6265.32,0.3133,398599.19,18.5,3.0,0.0,0.0,0,0,0,167.0,122.0,92.55,92.55,232.0,110.19,25563.79,2022-11-22 17:25:00,0.0,0,0.0,3200,Male,39,0,0.313266,0,0,2022-11-01,1,0.0,0.0,0.01571834604,0.313266,124.5622469,1.9579125,6.25,1,1,0,0.0,0,403,232.0,92.55,7.988684375,1.03303125,0.0,0,0.313266,1002.4512,9.903537551,8.742944539,12.89571416,4.538496053,10.14897129,8.07121854,2025-11-03 05:38:35.641484,92.55,0,1,0,0,0.313266,0.313266,0.0,1.237043306,0,0.2075052365,1,3200,0.3133,124.5622469,18.5,0.0,4,0,0.313266
115,1982-03-26,FL,500,729,2,0.0,20000,11716.02,0.5858,449362.7,7.0,2.0,0.0,0.0,0,0,0,142.0,75.0,11.98,11.98,250.0,166.47,41618.35,2022-09-10 15:06:00,0.0,805,0.0,3200,Female,43,0,0.585801,0,1,2022-09-01,0,0.0,0.0,0.02607252449,0.585801,140.4258438,3.66125625,6.25,1,1,0,0.0,0,476,250.0,11.98,13.00573438,1.56065625,0.5846375,0,0.585801,1874.5632,9.903537551,9.368797765,13.01558786,2.563409711,10.63632048,8.07121854,2025-11-03 05:37:35.641484,11.98,0,1,0,0,0.585801,0.585801,20.3918774,1.108341238,0,0.2132806844,0,3200,0.5858,140.4258438,7.0,0.0,2,1,0.585801
1150,1993-05-07,WA,694,686,3,0.0,32000,4590.46,0.1435,5794.1,4.0,3.0,0.0,0.0,0,0,0,184.0,128.3,194.09,194.09,237.0,82.53,19558.53,2022-12-06 03:43:00,0.0,0,0.0,2600,Male,32,0,0.143451875,0,0,2022-12-01,1,0.0,0.0,0.4889038178,0.143451875,2.2285,1.765561538,12.30769231,1,1,0,0.0,0,390,237.0,194.09,7.522511538,0.9522692308,0.0,0,0.143451875,372.974875,10.37352243,8.431953335,8.664768012,5.273460991,9.881217915,7.863651265,2025-11-03 05:37:35.641484,194.09,0,1,0,0,0.143451875,0.143451875,0.0,1.211447936,0,0.1376217696,1,2600,0.1435,2.2285,4.0,0.0,3,0,0.143451875
1151,2001-03-16,TX,646,770,3,0.0,7000,1298.29,0.1855,274930.77,9.0,2.0,0.0,0.0,0,0,0,166.0,75.7,77.03,77.03,231.0,117.72,27193.08,2023-01-19 01:16:00,0.0,0,0.0,4000,Female,24,0,0.18547,0,0,2023-01-01,0,0.0,0.0,0.004722243349,0.18547,68.7326925,0.3245725,1.75,1,1,0,0.0,0,346,231.0,77.03,6.79827,0.8829,0.0,0,0.18547,741.88,8.853808275,7.16957324,12.52427824,4.357093368,10.21075458,8.294299609,2025-11-03 05:36:35.641484,77.03,0,1,0,0,0.18547,0.18547,0.0,1.226550455,0,0.2128529141,1,4000,0.1855,68.7326925,9.0,0.0,3,0,0.18547
1152,1973-10-14,MI,551,649,3,0.0,0,0.0,0.0,113305.78,11.0,3.0,1.0,0.0,0,0,0,178.0,86.7,379.4,379.4,226.0,116.2,26261.78,2022-08-11 10:52:00,0.0,0,0.0,2300,Female,52,0,0.49068525,0,0,2022-08-01,0,0.0,0.0,0.0,0.49068525,49.26338261,0.0,0.0,1,1,0,0.0,0,507,226.0,379.4,11.41816522,1.515652174,0.0,0,0.477859,1590.507672,2.416580621,1.973596521,11.63785429,5.941223331,10.17590801,7.74109909,2025-11-03 05:36:35.641484,379.4,0,1,0,0,0.0,0.0,0.0,1.378993494,0,0.2616809954,0,2300,0.0,49.26338261,11.0,1.0,3,0,0.49068525
