application_id,application_date,default_probability,credit_score,scoring_timestamp,risk_band
APP00002646,2023-04-21 18:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002647,2023-04-21 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002648,2023-04-21 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002649,2023-04-21 20:00:00,0.7222222222222222,460,2026-02-19T02:41:28.213149,Very High
APP00002650,2023-04-21 21:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002651,2023-04-21 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002652,2023-04-21 22:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002653,2023-04-21 22:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00002654,2023-04-21 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002655,2023-04-22 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002656,2023-04-22 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002657,2023-04-22 02:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00002658,2023-04-22 04:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00002659,2023-04-22 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002660,2023-04-22 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002661,2023-04-22 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002662,2023-04-22 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002663,2023-04-22 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002664,2023-04-22 06:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002665,2023-04-22 06:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002666,2023-04-22 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002667,2023-04-22 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002668,2023-04-22 10:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002669,2023-04-22 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002670,2023-04-22 12:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002671,2023-04-22 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002672,2023-04-22 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002673,2023-04-22 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002674,2023-04-22 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002675,2023-04-22 18:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00002676,2023-04-22 18:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002677,2023-04-22 19:00:00,0.04081632653061224,578,2026-02-19T02:41:28.213149,Medium
APP00002678,2023-04-22 20:00:00,0.7222222222222222,460,2026-02-19T02:41:28.213149,Very High
APP00002679,2023-04-22 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002680,2023-04-22 22:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002681,2023-04-22 23:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002682,2023-04-22 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002683,2023-04-23 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002684,2023-04-23 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002685,2023-04-23 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002686,2023-04-23 04:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00002687,2023-04-23 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002688,2023-04-23 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002689,2023-04-23 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002690,2023-04-23 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002691,2023-04-23 09:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002692,2023-04-23 11:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002693,2023-04-23 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002694,2023-04-23 13:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00002695,2023-04-23 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002696,2023-04-23 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002697,2023-04-23 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002698,2023-04-24 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002699,2023-04-24 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002700,2023-04-24 02:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00002701,2023-04-24 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002702,2023-04-24 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002703,2023-04-24 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002704,2023-04-24 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002705,2023-04-24 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002706,2023-04-24 04:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002707,2023-04-24 04:00:00,0.75,455,2026-02-19T02:41:28.213149,Very High
APP00002708,2023-04-24 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002709,2023-04-24 07:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002710,2023-04-24 08:00:00,0.8695652173913043,432,2026-02-19T02:41:28.213149,Very High
APP00002711,2023-04-24 09:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002712,2023-04-24 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002713,2023-04-24 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002714,2023-04-24 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002715,2023-04-24 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002716,2023-04-24 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002717,2023-04-24 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002718,2023-04-24 14:00:00,0.8275862068965517,442,2026-02-19T02:41:28.213149,Very High
APP00002719,2023-04-24 14:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00002720,2023-04-24 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002721,2023-04-24 18:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002722,2023-04-24 20:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002723,2023-04-24 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002724,2023-04-24 21:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00002725,2023-04-25 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002726,2023-04-25 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002727,2023-04-25 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002728,2023-04-25 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002729,2023-04-25 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002730,2023-04-25 09:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002731,2023-04-25 10:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002732,2023-04-25 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002733,2023-04-25 12:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002734,2023-04-25 12:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002735,2023-04-25 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002736,2023-04-25 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002737,2023-04-25 14:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002738,2023-04-25 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002739,2023-04-25 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002740,2023-04-25 16:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002741,2023-04-25 16:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002742,2023-04-25 18:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002743,2023-04-25 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002744,2023-04-25 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002745,2023-04-25 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002746,2023-04-25 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002747,2023-04-26 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002748,2023-04-26 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002749,2023-04-26 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002750,2023-04-26 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002751,2023-04-26 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002752,2023-04-26 03:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002753,2023-04-26 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002754,2023-04-26 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002755,2023-04-26 06:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002756,2023-04-26 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002757,2023-04-26 09:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002758,2023-04-26 09:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002759,2023-04-26 11:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00002760,2023-04-26 11:00:00,0.25,519,2026-02-19T02:41:28.213149,High
APP00002761,2023-04-26 11:00:00,0.7222222222222222,460,2026-02-19T02:41:28.213149,Very High
APP00002762,2023-04-26 11:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002763,2023-04-26 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002764,2023-04-26 11:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002765,2023-04-26 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002766,2023-04-26 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002767,2023-04-26 16:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002768,2023-04-26 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002769,2023-04-26 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002770,2023-04-26 17:00:00,0.16666666666666666,534,2026-02-19T02:41:28.213149,High
APP00002771,2023-04-26 18:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00002772,2023-04-26 18:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002773,2023-04-26 21:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002774,2023-04-26 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002775,2023-04-26 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002776,2023-04-26 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002777,2023-04-26 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002778,2023-04-27 02:00:00,0.04081632653061224,578,2026-02-19T02:41:28.213149,Medium
APP00002779,2023-04-27 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002780,2023-04-27 03:00:00,0.5454545454545454,482,2026-02-19T02:41:28.213149,Very High
APP00002781,2023-04-27 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002782,2023-04-27 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002783,2023-04-27 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002784,2023-04-27 07:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002785,2023-04-27 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002786,2023-04-27 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002787,2023-04-27 10:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002788,2023-04-27 10:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002789,2023-04-27 11:00:00,0.25,519,2026-02-19T02:41:28.213149,High
APP00002790,2023-04-27 11:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00002791,2023-04-27 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002792,2023-04-27 14:00:00,0.16666666666666666,534,2026-02-19T02:41:28.213149,High
APP00002793,2023-04-27 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002794,2023-04-27 16:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002795,2023-04-27 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002796,2023-04-27 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002797,2023-04-27 18:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002798,2023-04-27 20:00:00,0.25,519,2026-02-19T02:41:28.213149,High
APP00002799,2023-04-27 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002800,2023-04-27 21:00:00,0.8695652173913043,432,2026-02-19T02:41:28.213149,Very High
APP00002801,2023-04-27 22:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002802,2023-04-27 22:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002803,2023-04-27 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002804,2023-04-27 23:00:00,0.5454545454545454,482,2026-02-19T02:41:28.213149,Very High
APP00002805,2023-04-27 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002806,2023-04-28 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002807,2023-04-28 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002808,2023-04-28 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002809,2023-04-28 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002810,2023-04-28 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002811,2023-04-28 09:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002812,2023-04-28 09:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002813,2023-04-28 12:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00002814,2023-04-28 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002815,2023-04-28 13:00:00,0.008741331497149975,624,2026-02-19T02:41:28.213149,Low
APP00002816,2023-04-28 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002817,2023-04-28 17:00:00,0.8275862068965517,442,2026-02-19T02:41:28.213149,Very High
APP00002818,2023-04-28 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002819,2023-04-28 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002820,2023-04-28 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002821,2023-04-28 22:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002822,2023-04-29 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002823,2023-04-29 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002824,2023-04-29 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002825,2023-04-29 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002826,2023-04-29 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002827,2023-04-29 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002828,2023-04-29 03:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002829,2023-04-29 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002830,2023-04-29 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002831,2023-04-29 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002832,2023-04-29 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002833,2023-04-29 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002834,2023-04-29 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002835,2023-04-29 08:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002836,2023-04-29 10:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002837,2023-04-29 10:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002838,2023-04-29 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002839,2023-04-29 12:00:00,0.16666666666666666,534,2026-02-19T02:41:28.213149,High
APP00002840,2023-04-29 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002841,2023-04-29 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002842,2023-04-29 13:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00002843,2023-04-29 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002844,2023-04-29 14:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002845,2023-04-29 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002846,2023-04-29 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002847,2023-04-29 15:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00002848,2023-04-29 17:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002849,2023-04-29 18:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002850,2023-04-29 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002851,2023-04-29 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002852,2023-04-29 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002853,2023-04-29 23:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002854,2023-04-30 00:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002855,2023-04-30 00:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002856,2023-04-30 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002857,2023-04-30 00:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00002858,2023-04-30 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002859,2023-04-30 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002860,2023-04-30 02:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002861,2023-04-30 03:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002862,2023-04-30 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002863,2023-04-30 05:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00002864,2023-04-30 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002865,2023-04-30 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002866,2023-04-30 10:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002867,2023-04-30 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002868,2023-04-30 11:00:00,0.25,519,2026-02-19T02:41:28.213149,High
APP00002869,2023-04-30 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002870,2023-04-30 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002871,2023-04-30 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002872,2023-04-30 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002873,2023-04-30 14:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002874,2023-04-30 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002875,2023-04-30 16:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002876,2023-04-30 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002877,2023-04-30 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002878,2023-04-30 18:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00002879,2023-04-30 19:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002880,2023-04-30 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002881,2023-04-30 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002882,2023-04-30 20:00:00,0.04081632653061224,578,2026-02-19T02:41:28.213149,Medium
APP00002883,2023-05-01 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002884,2023-05-01 00:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002885,2023-05-01 02:00:00,0.3275862068965517,508,2026-02-19T02:41:28.213149,High
APP00002886,2023-05-01 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002887,2023-05-01 05:00:00,0.8695652173913043,432,2026-02-19T02:41:28.213149,Very High
APP00002888,2023-05-01 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002889,2023-05-01 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002890,2023-05-01 07:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002891,2023-05-01 07:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002892,2023-05-01 10:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002893,2023-05-01 10:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002894,2023-05-01 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002895,2023-05-01 11:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002896,2023-05-01 13:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002897,2023-05-01 14:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002898,2023-05-01 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002899,2023-05-01 18:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002900,2023-05-01 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002901,2023-05-01 19:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002902,2023-05-01 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002903,2023-05-01 20:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002904,2023-05-01 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002905,2023-05-01 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002906,2023-05-01 21:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002907,2023-05-01 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002908,2023-05-01 21:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002909,2023-05-01 22:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002910,2023-05-02 00:00:00,0.5909090909090909,477,2026-02-19T02:41:28.213149,Very High
APP00002911,2023-05-02 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002912,2023-05-02 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002913,2023-05-02 05:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002914,2023-05-02 06:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002915,2023-05-02 06:00:00,0.17647058823529413,532,2026-02-19T02:41:28.213149,High
APP00002916,2023-05-02 07:00:00,0.9830508474576272,370,2026-02-19T02:41:28.213149,Very High
APP00002917,2023-05-02 08:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002918,2023-05-02 08:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002919,2023-05-02 09:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002920,2023-05-02 09:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00002921,2023-05-02 10:00:00,0.07317073170731707,560,2026-02-19T02:41:28.213149,Medium
APP00002922,2023-05-02 10:00:00,0.04081632653061224,578,2026-02-19T02:41:28.213149,Medium
APP00002923,2023-05-02 11:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00002924,2023-05-02 12:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002925,2023-05-02 13:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002926,2023-05-02 15:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002927,2023-05-02 16:00:00,0.04081632653061224,578,2026-02-19T02:41:28.213149,Medium
APP00002928,2023-05-02 17:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002929,2023-05-02 17:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002930,2023-05-02 19:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002931,2023-05-02 19:00:00,0.7692307692307693,452,2026-02-19T02:41:28.213149,Very High
APP00002932,2023-05-03 00:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002933,2023-05-03 01:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002934,2023-05-03 02:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002935,2023-05-03 03:00:00,1.0,-177,2026-02-19T02:41:28.213149,Very High
APP00002936,2023-05-03 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002937,2023-05-03 03:00:00,0.08333333333333333,556,2026-02-19T02:41:28.213149,Medium
APP00002938,2023-05-03 03:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
APP00002939,2023-05-03 04:00:00,0.0,1152,2026-02-19T02:41:28.213149,Very Low
